Record ID,timestamp,intersection_id,intersection_name,latitude,longitude,vehicle_count,average_speed,signal_cycle_time,green_time,yellow_time,red_time,weather_condition,day_of_week,is_holiday,event,pollution_level,car_count,bus_count,truck_count,motorcycle_count,Hour of the day
485,1/1/2023 8:00,5,Naini Bridge,25.4088,81.8592,63,37.58,120,61,5,54,Clear,Sunday,1,,1.25,41,5,8,9,8
486,1/1/2023 8:00,6,Allahabad Junction,25.4358,81.8307,127,30.1,120,62,3,55,Clear,Sunday,1,,2.6,78,14,12,23,8
493,1/1/2023 8:10,3,Chowk,25.4314,81.8437,92,34.79,120,59,6,55,Clear,Sunday,1,,2.2,49,13,12,18,8
497,1/1/2023 8:10,7,Phaphamau,25.4945,81.8686,98,34.92,120,61,5,54,Clear,Sunday,1,,1.95,65,8,5,20,8
503,1/1/2023 8:20,3,Chowk,25.4314,81.8437,115,32.59,120,59,4,57,Clear,Sunday,1,,2.1,69,7,14,25,8
504,1/1/2023 8:20,4,Tagore Town,25.4675,81.8867,92,36.32,120,63,3,54,Clear,Sunday,1,,1.84,59,8,11,14,8
508,1/1/2023 8:20,8,Jhunsi,25.4326,81.9061,119,33.41,120,61,5,54,Clear,Sunday,1,,2.28,67,13,8,31,8
514,1/1/2023 8:30,4,Tagore Town,25.4675,81.8867,88,37.92,120,49,6,65,Clear,Sunday,1,,1.86,49,11,8,20,8
517,1/1/2023 8:30,7,Phaphamau,25.4945,81.8686,108,33.46,120,58,4,58,Clear,Sunday,1,,2.05,75,8,12,13,8
519,1/1/2023 8:30,9,MNNIT Gate,25.492,81.8639,87,38.02,120,62,5,53,Clear,Sunday,1,,1.52,51,6,8,22,8
520,1/1/2023 8:30,10,Minto Park,25.4352,81.882,84,33.22,120,50,5,65,Clear,Sunday,1,,1.68,49,5,14,16,8
522,1/1/2023 8:40,2,Katra,25.455,81.8463,141,30.49,120,56,5,59,Clear,Sunday,1,New Year Celebration,2.27,100,8,10,23,8
524,1/1/2023 8:40,4,Tagore Town,25.4675,81.8867,101,35.11,120,66,5,49,Clear,Sunday,1,,1.84,66,6,12,17,8
526,1/1/2023 8:40,6,Allahabad Junction,25.4358,81.8307,115,34.06,120,61,4,55,Clear,Sunday,1,,1.99,67,6,13,29,8
528,1/1/2023 8:40,8,Jhunsi,25.4326,81.9061,116,33.52,120,61,4,64,Clear,Sunday,1,,2.54,69,14,13,20,8
529,1/1/2023 8:40,9,MNNIT Gate,25.492,81.8639,80,38.64,120,60,2,58,Clear,Sunday,1,,1.74,48,10,8,14,8
531,1/1/2023 8:50,1,Civil Lines,25.4486,81.8333,154,31.37,120,83,5,32,Clear,Sunday,1,New Year Celebration,2.84,82,10,19,43,8
533,1/1/2023 8:50,3,Chowk,25.4314,81.8437,100,32.39,120,60,4,56,Clear,Sunday,1,,2.08,50,9,14,27,8
534,1/1/2023 8:50,4,Tagore Town,25.4675,81.8867,108,30.94,120,57,4,59,Clear,Sunday,1,,2.37,64,15,9,20,8
537,1/1/2023 8:50,6,Phaphamau,25.4945,81.8686,99,36.25,120,62,5,53,Clear,Sunday,1,,1.68,65,7,7,20,8
543,1/1/2023 9:00,3,Chowk,25.4314,81.8437,74,40.28,120,57,4,59,Clear,Sunday,1,,1.59,37,7,11,19,9
547,1/1/2023 9:00,7,Phaphamau,25.4945,81.8686,113,34.11,120,58,5,57,Clear,Sunday,1,,2.37,66,15,8,24,9
548,1/1/2023 9:00,8,Jhunsi,25.4326,81.9061,81,33.42,120,61,6,53,Clear,Sunday,1,,1.81,50,9,11,11,9
549,1/1/2023 9:00,9,MNNIT Gate,25.492,81.8639,116,31.8,120,58,4,58,Clear,Sunday,1,,2.28,70,12,10,24,9
551,1/1/2023 9:10,1,Civil Lines,25.4486,81.8333,70,39.82,120,58,3,59,Clear,Sunday,1,New Year Celebration,1.52,41,10,5,14,9
553,1/1/2023 9:10,3,Chowk,25.4314,81.8437,99,31.94,120,61,3,56,Clear,Sunday,1,,2.28,55,12,14,18,9
556,1/1/2023 9:10,6,Allahabad Junction,25.4358,81.8307,82,35.76,120,59,4,57,Clear,Sunday,1,,1.38,59,6,5,11,9
557,1/1/2023 9:10,7,Phaphamau,25.4945,81.8686,74,40.68,120,57,4,59,Clear,Sunday,1,,1.66,50,12,4,8,9
558,1/1/2023 9:10,8,Jhunsi,25.4326,81.9061,133,30.44,120,59,6,55,Clear,Sunday,1,,2.62,86,12,14,21,9
559,1/1/2023 9:10,9,MNNIT Gate,25.492,81.8639,137,30.24,120,53,4,63,Clear,Sunday,1,,3.06,70,18,15,34,9
563,1/1/2023 9:20,3,Chowk,25.4314,81.8437,121,33.17,120,58,5,57,Clear,Sunday,1,,2.5,77,15,9,20,9
569,1/1/2023 9:20,9,MNNIT Gate,25.492,81.8639,76,38.34,120,59,4,57,Clear,Sunday,1,,1.43,44,8,5,19,9
570,1/1/2023 9:20,10,Minto Park,25.4352,81.882,100,32.91,120,63,6,51,Clear,Sunday,1,,1.76,58,9,6,27,9
573,1/1/2023 9:30,3,Chowk,25.4314,81.8437,81,37.32,120,62,5,53,Clear,Sunday,1,,1.64,52,9,7,13,9
574,1/1/2023 9:30,4,Tagore Town,25.4675,81.8867,88,39.09,120,60,5,55,Clear,Sunday,1,,2.02,52,12,10,14,9
575,1/1/2023 9:30,5,Naini Bridge,25.4088,81.8592,123,34.56,120,51,6,63,Clear,Sunday,1,,2.93,67,21,10,25,9
579,1/1/2023 9:30,9,MNNIT Gate,25.492,81.8639,67,40.78,120,56,5,59,Clear,Sunday,1,,1.28,38,7,5,17,9
584,1/1/2023 9:40,4,Tagore Town,25.4675,81.8592,90,34.31,120,60,5,55,Light Rain,Sunday,1,,1.74,56,8,9,17,9
585,1/1/2023 9:40,5,Naini Bridge,25.4088,81.8592,38,42.75,120,66,6,48,Light Rain,Sunday,1,,0.93,20,5,6,7,9
586,1/1/2023 9:40,6,Allahabad Junction,25.4358,81.8307,66,34.38,120,63,5,52,Light Rain,Sunday,1,,1.72,35,13,6,12,9
593,1/4/2023 12:00,3,Chowk,25.4314,81.8437,70,39.79,120,64,4,52,Clear,Sunday,1,,1.41,40,6,9,15,12
594,1/1/2023 9:50,4,Tagore Town,25.4675,81.8867,110,33.8,120,57,5,58,Clear,Sunday,1,,2.26,71,11,12,16,9
595,1/1/2023 9:50,5,Naini Bridge,25.4088,81.8592,79,39.19,120,63,4,53,Clear,Sunday,1,,1.63,49,11,4,15,9
598,1/1/2023 9:50,8,Jhunsi,25.4326,81.9061,133,31.95,120,65,5,50,Clear,Sunday,1,,2.89,81,20,8,24,9
600,1/1/2023 9:50,10,Minto Park,25.4352,81.882,104,33.86,120,58,4,58,Clear,Sunday,1,,1.93,67,12,4,21,9
602,1/1/2023 10:00,2,Katra,25.455,81.8463,113,26.37,120,58,4,58,Fog,Sunday,1,New Year Celebration,2.26,74,10,13,16,10
603,1/1/2023 10:00,3,Chowk,25.4314,81.8437,93,27.85,120,58,5,57,Fog,Sunday,1,,2.06,53,15,5,20,10
605,1/1/2023 10:00,5,Naini Bridge,25.4088,81.8592,65,32.21,120,59,6,55,Fog,Sunday,1,,1.25,33,5,8,19,10
609,1/1/2023 10:00,9,MNNIT Gate,25.492,81.8639,119,26.07,120,65,4,51,Fog,Sunday,1,,2.48,69,14,11,25,10
617,1/1/2023 10:10,7,Phaphamau,25.4945,81.8686,118,33.97,120,59,1,60,Clear,Sunday,1,,2.5,59,13,13,19,10
624,1/1/2023 10:20,4,Tagore Town,25.4675,81.8867,103,33.49,120,67,4,49,Light Rain,Sunday,1,,1.95,67,10,8,18,10
625,1/1/2023 10:20,5,Naini Bridge,25.4088,81.8592,95,29.73,120,60,5,55,Light Rain,Sunday,1,,1.58,60,5,9,21,10
628,1/1/2023 10:20,8,Jhunsi,25.4326,81.9061,56,36.71,120,63,4,53,Light Rain,Sunday,1,,0.8,40,1,5,10,10
637,1/1/2023 10:30,7,Phaphamau,25.4945,81.8686,125,34.17,120,56,4,60,Clear,Sunday,1,,2.69,79,13,16,17,10
644,1/1/2023 10:40,4,Tagore Town,25.4675,81.8867,87,37.37,120,63,2,55,Clear,Sunday,1,,1.47,56,5,8,18,10
649,1/1/2023 10:40,9,MNNIT Gate,25.492,81.8639,95,34.18,120,54,6,60,Clear,Sunday,1,,1.78,63,6,12,14,10
650,1/1/2023 10:40,10,Minto Park,25.4352,81.882,111,33.08,120,67,5,48,Clear,Sunday,1,,2.32,64,9,17,21,10
655,1/1/2023 10:50,5,Naini Bridge,25.4088,81.8592,98,29.56,120,58,4,58,Heavy Rain,Sunday,1,,1.56,26,11,7,16,10
656,1/1/2023 10:50,6,Allahabad Junction,25.4358,81.8307,73,25.69,120,56,5,59,Heavy Rain,Sunday,1,,1.38,42,7,6,18,10
658,1/1/2023 10:50,8,Jhunsi,25.4326,81.9061,72,27.01,120,59,4,57,Heavy Rain,Sunday,1,,1.29,45,5,7,15,10
659,1/1/2023 10:50,9,MNNIT Gate,25.492,81.8639,95,25.49,120,66,5,49,Heavy Rain,Sunday,1,,2.2,55,15,8,17,10
661,1/1/2023 11:00,1,Civil Lines,25.4486,81.8333,82,36.58,120,64,5,51,Clear,Sunday,1,New Year Celebration,1.56,55,5,11,11,11
664,1/1/2023 11:00,4,Tagore Town,25.4675,81.8867,48,44.16,120,68,7,45,Clear,Sunday,1,,0.84,30,6,0,12,11
665,1/1/2023 11:00,5,Naini Bridge,25.4088,81.8592,55,44.19,120,64,5,51,Clear,Sunday,1,,1.06,30,4,7,14,11
666,1/1/2023 11:00,6,Allahabad Junction,25.4358,81.8307,45,43.85,120,64,4,52,Clear,Sunday,1,,0.94,25,3,8,9,11
669,1/1/2023 11:00,9,MNNIT Gate,25.492,81.8639,51,42.92,120,68,5,47,Clear,Sunday,1,,1.08,30,6,5,10,11
670,1/1/2023 11:00,10,Minto Park,25.4352,81.882,49,48.68,120,69,3,48,Clear,Sunday,1,,0.99,34,6,3,6,11
673,1/1/2023 11:10,3,Chowk,25.4314,81.8437,20,53.28,120,69,5,46,Clear,Sunday,1,,0.34,15,1,2,2,11
674,1/1/2023 11:10,4,Tagore Town,25.4675,81.8867,56,40.74,120,61,5,54,Clear,Sunday,1,,1.14,35,5,7,9,11
677,1/4/2023 12:00,7,Phaphamau,25.4945,81.8686,41,43.85,120,68,3,49,Clear,Sunday,1,,0.86,25,6,2,8,12
678,1/1/2023 11:10,8,Jhunsi,25.4326,81.9061,88,38.03,120,56,3,61,Clear,Sunday,1,,2.41,50,19,8,11,11
679,1/1/2023 11:10,9,MNNIT Gate,25.492,81.8639,58,42.29,120,56,5,59,Clear,Sunday,1,,1.53,29,7,13,9,11
680,1/1/2023 11:10,10,Minto Park,25.4352,81.882,80,38.3,120,66,5,49,Clear,Sunday,1,,1.31,47,5,6,22,11
688,1/1/2023 11:20,8,Jhunsi,25.4326,81.9061,32,33.83,120,63,3,54,Heavy Rain,Sunday,1,,0.66,17,3,4,8,11
689,1/1/2023 11:20,9,MNNIT Gate,25.492,81.8639,52,26.86,120,58,5,57,Heavy Rain,Sunday,1,,0.95,32,4,5,11,11
690,1/1/2023 11:20,10,Minto Park,25.4352,81.882,17,36.54,120,62,4,54,Heavy Rain,Sunday,1,,0.42,8,4,0,5,11
695,1/1/2023 11:30,5,Naini Bridge,25.4088,81.8592,36,44.41,120,59,5,54,Light Rain,Sunday,1,,0.64,26,10,4,4,11
697,1/1/2023 11:30,7,Phaphamau,25.4945,81.8686,28,45.71,120,58,3,59,Light Rain,Sunday,1,,0.63,19,3,4,2,11
698,1/1/2023 11:30,8,Jhunsi,25.4326,81.9061,71,35.72,120,64,6,50,Light Rain,Sunday,1,,1.65,40,10,8,13,11
699,1/1/2023 11:30,9,MNNIT Gate,25.492,81.8639,56,37.61,120,61,4,55,Light Rain,Sunday,1,,1.15,36,7,4,9,11
700,1/1/2023 11:30,10,Minto Park,25.4352,81.882,50,41.53,120,56,5,59,Light Rain,Sunday,1,,1.2,29,8,5,8,11
703,1/1/2023 11:40,3,Chowk,25.4314,81.8437,36,46.81,120,60,6,54,Light Rain,Sunday,1,,0.73,26,4,3,3,11
705,1/1/2023 11:40,5,Naini Bridge,25.4088,81.8592,43,40.26,120,64,4,52,Light Rain,Sunday,1,,1.11,26,5,9,3,11
706,1/1/2023 11:40,6,Allahabad Junction,25.4358,81.8307,29,42.02,120,58,4,58,Light Rain,Sunday,1,,0.59,17,3,3,6,11
708,1/1/2023 11:40,8,Jhunsi,25.4326,81.9061,4,52.2,120,63,5,52,Light Rain,Sunday,0,,0.04,59,0,0,1,11
716,1/1/2023 11:50,6,Allahabad Junction,25.4358,81.8307,14,36.76,120,56,4,60,Heavy Rain,Sunday,1,,0.21,9,0,2,3,11
719,1/1/2023 11:50,9,MNNIT Gate,25.492,81.8639,65,27.29,120,66,4,50,Heavy Rain,Sunday,1,,0.89,48,3,2,12,11
720,1/1/2023 11:50,10,Minto Park,25.4352,81.882,41,32.63,120,67,2,51,Heavy Rain,Sunday,1,,0.92,25,5,5,6,11
721,1/1/2023 12:00,1,Civil Lines,25.4486,81.8333,83,35.15,120,58,6,56,Clear,Sunday,1,New Year Celebration,1.71,50,8,10,15,12
722,1/1/2023 12:00,2,Katra,25.455,81.8463,79,34.11,120,67,3,50,Clear,Sunday,1,New Year Celebration,1.56,50,8,7,14,12
723,1/1/2023 12:00,3,Chowk,25.4314,81.8437,55,44.15,120,59,4,57,Clear,Sunday,1,,0.95,29,5,3,18,12
729,1/1/2023 12:00,9,MNNIT Gate,25.492,81.8639,79,33.6,120,59,5,56,Clear,Sunday,1,,1.61,54,8,8,9,12
731,1/1/2023 12:10,1,Civil Lines,25.4486,81.8333,96,38.16,120,59,5,56,Clear,Sunday,1,New Year Celebration,2.18,52,9,17,18,12
732,1/1/2023 12:10,2,Katra,25.455,81.8463,69,38.08,120,64,5,51,Clear,Sunday,1,New Year Celebration,1.53,40,6,12,11,12
733,1/1/2023 12:10,3,Chowk,25.4314,81.8437,51,40.59,120,65,5,50,Clear,Sunday,1,,1.34,23,7,10,11,12
735,1/1/2023 12:10,5,Naini Bridge,25.4088,81.8592,75,42.68,120,56,3,61,Clear,Sunday,1,,1.68,45,8,11,11,12
737,1/1/2023 12:10,7,Phaphamau,25.4945,81.8686,37,43.71,120,57,5,58,Clear,Sunday,1,,0.81,21,4,5,7,12
738,1/1/2023 12:10,8,Jhunsi,25.4326,81.9061,51,41.51,120,57,4,59,Clear,Sunday,1,,1.08,26,5,7,13,12
742,1/1/2023 12:20,2,Katra,25.455,81.8463,61,41.92,120,64,3,53,Clear,Sunday,1,New Year Celebration,1.36,41,5,11,4,12
744,1/1/2023 12:20,4,Tagore Town,25.4675,81.8867,88,37.82,120,53,4,63,Clear,Sunday,1,,1.7,54,9,7,18,12
752,1/1/2023 12:30,2,Katra,25.455,81.8463,62,40.08,120,62,7,51,Clear,Sunday,1,New Year Celebration,1.22,37,6,6,13,12
753,1/1/2023 12:30,3,Chowk,25.4314,81.8437,67,39.02,120,61,7,52,Clear,Sunday,1,,1.15,45,6,3,13,12
758,1/1/2023 12:30,8,Jhunsi,25.4326,81.9061,46,45.14,120,55,5,60,Clear,Sunday,1,,1.01,27,5,6,8,12
760,1/1/2023 12:30,10,Minto Park,25.4352,81.882,74,40.08,120,52,5,63,Clear,Sunday,1,,1.58,48,9,7,10,12
764,1/1/2023 12:40,4,Tagore Town,25.4675,81.8867,38,43.59,120,57,4,59,Light Rain,Sunday,1,,0.76,25,3,5,5,12
771,1/1/2023 12:50,1,Civil Lines,25.4486,81.8333,90,34.37,120,66,5,49,Clear,Sunday,1,New Year Celebration,1.97,52,11,10,17,12
780,1/1/2023 12:50,10,Minto Park,25.4352,81.882,81,41.71,120,56,7,57,Clear,Sunday,1,,1.58,50,5,12,14,12
781,1/1/2023 13:00,1,Civil Lines,25.4486,81.8333,81,39.52,120,64,6,50,Clear,,1,New Year Celebration,1.62,44,9,7,19,13
782,1/1/2023 13:00,2,Katra,25.455,81.8463,56,42.21,120,64,4,52,Clear,Sunday,1,New Year Celebration,1.42,28,10,10,12,13
784,1/1/2023 13:00,4,Tagore Town,25.4675,81.8867,28,48.16,120,70,5,45,Clear,Sunday,1,,0.62,15,3,4,6,13
785,1/1/2023 13:00,5,Naini Bridge,25.4088,81.8592,40,48.59,120,63,4,53,Clear,Sunday,1,,1.08,19,9,3,9,13
786,1/1/2023 13:00,6,Allahabad Junction,25.4358,81.8307,16,49.52,120,52,5,63,Clear,Sunday,1,,0.37,11,2,2,1,13
789,1/1/2023 13:00,9,MNNIT Gate,25.492,81.8639,64,41.94,120,64,5,51,Clear,Sunday,1,,1.33,39,8,5,12,13
794,1/1/2023 13:10,4,Tagore Town,25.4675,81.8867,47,43.73,120,70,5,45,Clear,Sunday,1,,1,30,6,4,7,13
796,1/1/2023 13:10,6,Allahabad Junction,25.4358,81.8307,39,49.18,120,65,4,51,Clear,Sunday,1,,0.73,23,5,1,10,13
801,1/1/2023 13:20,1,Civil Lines,25.4486,81.8333,32,47.19,120,58,5,57,Clear,Sunday,1,New Year Celebration,0.51,21,2,2,7,13
805,1/1/2023 13:20,5,Naini Bridge,25.4088,81.8592,61,41.11,120,55,5,54,Clear,Sunday,1,,1.19,44,8,2,7,13
811,1/1/2023 13:30,1,Civil Lines,25.4486,81.8333,86,35.25,120,60,6,54,Clear,Sunday,1,New Year Celebration,1.69,49,8,9,20,13
814,1/1/2023 13:30,4,Tagore Town,25.4675,81.8867,56,44.93,120,66,5,49,Clear,Sunday,1,,1.14,35,5,7,9,13
815,1/1/2023 13:30,5,Naini Bridge,25.4088,81.8592,36,53.09,120,66,6,48,Clear,Sunday,1,,0.66,22,3,3,8,13
820,1/1/2023 13:30,10,Minto Park,25.4352,81.882,42,43.09,120,51,5,64,Clear,Sunday,1,,0.86,24,6,2,10,13
822,1/1/2023 13:40,2,Katra,25.455,81.8463,43,46.13,120,54,4,62,Heatwave,Sunday,1,New Year Celebration,0.68,28,3,2,10,13
823,1/1/2023 13:40,3,Chowk,25.4314,81.8437,78,34.61,120,58,5,57,Heatwave,Sunday,1,,1.59,44,7,10,17,13
826,1/1/2023 13:40,6,Allahabad Junction,25.4358,81.8307,26,46.31,120,64,3,53,Heatwave,Sunday,1,,0.53,18,3,2,3,13
827,1/1/2023 13:40,7,Phaphamau,25.4945,81.8686,24,48.77,120,61,5,54,Heatwave,Sunday,1,,0.57,15,4,2,3,13
828,1/1/2023 13:40,8,Jhunsi,25.4326,81.9061,4,57.41,120,58,5,57,Heatwave,,1,,0.08,2,0,1,1,13
835,1/1/2023 13:50,5,Naini Bridge,25.4088,81.8592,26,40.68,120,57,6,57,Fog,Sunday,1,,0.53,11,2,4,9,13
837,1/1/2023 13:50,7,Phaphamau,25.4945,81.8686,58,34.24,120,64,5,51,Fog,Sunday,1,,1.13,31,6,5,16,13
849,1/1/2023 14:00,9,MNNIT Gate,25.492,81.8639,52,42.41,120,54,4,62,Clear,Sunday,1,,0.98,34,3,7,8,14
851,1/1/2023 14:10,1,Civil Lines,25.4486,81.8333,76,31.09,120,63,6,51,Fog,Sunday,1,New Year Celebration,1.51,49,9,5,13,14
852,1/1/2023 14:10,2,Katra,25.455,81.8463,35,36.59,120,61,3,56,Fog,Sunday,1,New Year Celebration,0.69,23,3,4,5,14
854,1/1/2023 14:10,4,Tagore Town,25.4675,81.8867,62,32.44,120,57,5,58,Fog,Sunday,1,,1.37,36,7,8,11,14
856,1/1/2023 14:10,6,Allahabad Junction,25.4358,81.8307,35,40.34,120,61,3,56,Fog,Sunday,1,,0.51,28,2,1,4,14
857,1/1/2023 14:10,7,Phaphamau,25.4945,81.8686,42,36.55,120,47,5,68,Fog,Sunday,1,,0.85,22,4,5,11,14
863,1/1/2023 14:20,3,Chowk,25.4314,81.8437,55,38.62,120,64,4,52,Clear,Sunday,1,,1.08,28,7,3,17,14
866,1/1/2023 14:20,6,Allahabad Junction,25.4358,81.8307,82,38.16,120,72,4,44,Clear,Sunday,1,,1.8,52,10,9,11,14
873,1/1/2023 14:30,3,Chowk,25.4314,81.8437,55,41.25,120,54,6,60,Clear,Sunday,1,,1.3,28,9,5,13,14
876,1/1/2023 14:30,6,Allahabad Junction,25.4358,81.8307,43,45.61,120,54,7,59,Clear,Sunday,1,,1.95,27,3,1,12,14
878,1/1/2023 14:30,8,Jhunsi,25.4326,81.9061,64,39.43,120,61,3,56,Clear,Sunday,1,,1.4,32,10,4,18,14
880,1/1/2023 14:30,10,Minto Park,25.4352,81.882,55,40.59,120,67,6,47,Clear,Sunday,1,,0.98,32,4,5,14,14
881,1/1/2023 14:40,1,Civil Lines,25.4486,81.8333,45,42.43,120,51,4,65,Cold Wave,Sunday,1,New Year Celebration,0.7,30,3,2,10,14
883,1/1/2023 14:40,3,Chowk,25.4314,81.8437,55,36.83,120,60,6,54,Cold Wave,Sunday,1,,1.05,26,6,4,19,14
884,1/1/2023 14:40,4,Tagore Town,25.4675,81.8867,59,38.87,120,61,5,55,Cold Wave,Sunday,1,,1.18,35,4,9,11,14
889,1/1/2023 14:40,9,MNNIT Gate,25.492,81.8639,36,44.38,120,67,5,48,Cold Wave,Sunday,1,,0.59,23,2,3,8,14
892,1/1/2023 14:50,2,Katra,25.455,81.8463,91,26.7,120,64,4,52,Heavy Rain,Sunday,1,New Year Celebration,1.76,58,10,6,17,14
895,1/1/2023 14:50,5,Naini Bridge,25.4088,81.8592,26,33.85,120,63,3,54,Heavy Rain,Sunday,1,,0.67,13,4,4,5,14
903,1/1/2023 15:00,3,Chowk,25.4314,81.8437,61,39.8,120,60,4,56,Clear,Sunday,1,,0.99,41,2,7,11,15
905,1/1/2023 15:00,5,Naini Bridge,25.4088,81.8592,39,44.97,120,58,4,58,Clear,Sunday,1,,0.8,26,4,4,5,15
906,1/1/2023 15:00,6,Allahabad Junction,25.4358,81.8307,83,34.89,120,65,3,52,Clear,Sunday,0,,1.36,51,4,8,20,15
907,1/1/2023 15:00,7,Phaphamau,25.4945,81.8686,36,44.7,120,57,5,58,Clear,Sunday,1,,0.6,25,2,3,6,15
908,1/1/2023 15:00,8,Jhunsi,25.4326,81.9061,39,45.18,120,55,5,60,Clear,Sunday,1,,0.8,27,4,4,4,15
910,1/1/2023 15:00,10,Minto Park,25.4352,81.882,40,46.66,120,54,5,61,Clear,Sunday,1,,0.57,29,1,3,7,15
911,1/1/2023 15:10,1,Civil Lines,25.4486,81.8333,63,39.53,120,59,6,55,Clear,Sunday,1,New Year Celebration,0.98,42,4,3,14,15
913,1/1/2023 15:10,3,Chowk,25.4314,81.8437,44,45.47,120,57,5,58,Clear,Sunday,1,,1.95,25,5,4,10,15
914,1/1/2023 15:10,4,Tagore Town,25.4675,81.8867,8,55.97,120,52,5,63,Clear,Sunday,1,,0.2,4,2,0,2,15
915,1/1/2023 15:10,5,Naini Bridge,25.4088,81.8592,14,51.32,120,66,4,50,Clear,Sunday,1,,0.36,6,3,1,4,15
916,1/1/2023 15:10,6,Allahabad Junction,25.4358,81.8307,28,48.67,120,62,5,53,Clear,Sunday,1,,0.46,18,3,0,7,15
918,1/1/2023 15:10,8,Jhunsi,25.4326,81.9061,36,45.36,120,56,5,59,Clear,Sunday,1,,0.65,21,3,3,9,15
927,1/1/2023 15:20,7,Phaphamau,25.4945,81.8686,53,34.63,120,54,3,63,Fog,Sunday,1,,0.84,36,4,2,11,15
929,1/1/2023 15:20,9,MNNIT Gate,25.492,81.8639,44,36.12,120,67,5,48,Fog,Sunday,1,,0.95,20,4,7,13,15
930,1/1/2023 15:20,10,Minto Park,25.4352,81.882,9,43.77,120,62,5,53,Fog,Sunday,1,,0.15,6,1,0,2,15
934,1/1/2023 15:30,4,Tagore Town,25.4675,81.8867,36,38.49,120,58,3,59,Fog,Sunday,1,,0.91,19,5,10,6,15
935,1/1/2023 15:30,5,Naini Bridge,25.4088,81.8592,34,37.14,120,52,4,64,Fog,Sunday,1,,0.84,12,5,5,12,15
936,1/1/2023 15:30,6,Allahabad Junction,25.4358,81.8307,31,37.36,120,56,7,57,Fog,Sunday,1,,0.68,14,3,5,9,15
939,1/1/2023 15:30,9,MNNIT Gate,25.492,81.8639,36,37.82,120,62,3,55,Fog,Sunday,1,,0.44,24,1,1,10,15
943,1/1/2023 15:40,3,Chowk,25.4314,81.8437,26,35.6,120,67,2,51,Heavy Rain,Sunday,1,,0.71,13,4,5,4,15
949,1/1/2023 15:40,9,MNNIT Gate,25.492,81.8639,42,32.47,120,53,3,64,Heavy Rain,Sunday,1,,0.94,28,5,5,4,15
951,1/1/2023 15:50,1,Civil Lines,25.4486,81.8333,58,37.62,120,62,4,54,Clear,Sunday,1,New Year Celebration,1.38,35,7,9,7,15
955,1/1/2023 15:50,5,Naini Bridge,25.4088,81.8592,59,43.98,120,61,4,55,Clear,Sunday,1,,1.4,36,9,6,8,15
958,1/1/2023 15:50,8,Jhunsi,25.4326,81.9061,29,51.03,120,60,4,56,Clear,Sunday,1,,0.83,15,6,4,4,15
959,1/1/2023 15:50,9,MNNIT Gate,25.492,81.8639,54,39.28,120,61,5,54,Clear,Sunday,1,,1.21,32,7,6,9,15
963,1/1/2023 16:00,3,Chowk,25.4314,81.8437,52,44.61,120,71,4,45,Clear,Sunday,1,,0.66,36,2,1,13,16
964,1/1/2023 16:00,4,Tagore Town,25.4675,81.8867,41,47.74,120,68,3,49,Clear,Sunday,1,,0.84,22,4,5,10,16
968,1/1/2023 16:00,8,Jhunsi,25.4326,81.9061,35,44.31,120,55,5,60,Clear,Sunday,1,,0.7,21,2,6,6,16
970,1/1/2023 16:00,10,Minto Park,25.4352,81.882,40,45.63,120,54,5,61,Clear,Sunday,1,,0.75,24,2,6,8,16
973,1/1/2023 16:10,3,Chowk,25.4314,81.8437,48,43.67,120,61,6,61,Clear,Sunday,1,,0.95,27,4,6,11,16
978,1/1/2023 16:10,8,Jhunsi,25.4326,81.9061,73,40.13,120,54,5,61,Clear,Sunday,1,,1.42,40,7,7,19,16
979,1/1/2023 16:10,9,MNNIT Gate,25.492,81.8639,50,39.28,120,61,4,55,Clear,Sunday,1,,1.43,24,11,6,9,16
980,1/1/2023 16:10,10,Minto Park,25.4352,81.882,52,42.57,120,61,5,54,Clear,Sunday,1,,1.15,29,7,5,11,16
981,1/1/2023 16:20,1,Civil Lines,25.4358,81.8333,97,32.67,120,59,4,57,Clear,Sunday,1,New Year Celebration,2.11,46,10,14,27,16
987,1/1/2023 16:20,7,Phaphamau,25.4945,81.8686,23,33.6,120,59,3,58,Clear,Sunday,1,,0.65,13,6,1,3,16
988,1/1/2023 16:20,8,Jhunsi,25.4326,81.9061,39,42.95,120,64,6,50,Clear,Sunday,1,,0.84,22,6,2,9,16
992,1/1/2023 16:30,2,Katra,25.455,81.8463,39,33.65,120,57,5,58,Heavy Rain,Sunday,1,New Year Celebration,0.89,22,3,8,6,16
993,1/1/2023 16:30,3,Chowk,25.4314,81.8437,43,31.42,120,65,2,53,Heavy Rain,Sunday,1,,0.83,27,4,4,8,16
994,1/1/2023 16:30,4,Tagore Town,25.4675,81.8867,39,32.46,120,57,4,59,Heavy Rain,Sunday,1,,0.86,22,5,4,8,16
1001,1/1/2023 16:40,1,Civil Lines,25.4486,81.8333,89,37.39,120,61,5,54,Clear,Sunday,1,New Year Celebration,1.47,59,4,9,17,16
1003,1/1/2023 16:40,3,Chowk,25.4314,81.8437,45,39.87,120,57,3,60,Clear,Sunday,1,,0.96,27,7,2,9,16
1012,1/1/2023 16:50,2,Katra,25.455,81.8463,85,38.1,120,68,4,48,Clear,Sunday,1,New Year Celebration,2.03,48,10,14,13,16
1014,1/1/2023 16:50,4,Tagore Town,25.4675,81.8867,54,42.41,120,54,2,64,,Sunday,1,,1.12,29,7,4,14,16
